faction,ability_id,name,unit_ids,flags,text
"aeldari","runes-of-fortune-psychic","Runes of Fortune (Psychic)","warlock","","If the unit charged this turn, until the end of the battle round, the attacking unit gets -2 to Charge rolls."
"aeldari","sadistic-raiders","Sadistic Raiders","ynnari-kabalite-warriors","","The unit retains control of objective markers even after no models remain in range, until the enemy retakes them (sticky objectives)."
"aeldari","scattershield","Scattershield","wraithknight","","Each time an attack targets the unit, reduce the Damage of that attack by 1."
"aeldari","scouts-7","Scouts 7""","striking-scorpions","","Once per battle, the unit has the Scouts 7"" ability."
"aeldari","scouts-9","Scouts 9""","war-walkers","","Once per battle, the unit has the Scouts 9"" ability."
"aeldari","serpent-shield","Serpent shield","storm-guardians","","This model has a 5+ invulnerable save."
"aeldari","servant-of-the-whispering-god","Servant of The Whispering God","yvraine","","This model gains the Army Composition Constraint ability."
"aeldari","shadow-field","Shadow Field","ynnari-archon","","This model has a 4+ invulnerable save."
"aeldari","shadowfall-masks","Shadowfall Masks","","","Modify the unit's characteristics."
"aeldari","shimmershield","Shimmershield","shining-spears","","This model has a 4+ invulnerable save."
"aeldari","skyfire","Skyfire","firestorm","","The unit has the Reactive Move ability."
"aeldari","skyhunter","Skyhunter","crimson-hunter","","During the Shooting phase, against A targets: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"aeldari","skyleap","Skyleap","corsair-skyreaver-band","","The unit has the Redeploy to Reserves ability."
"aeldari","sonic-destruction","Sonic Destruction","vibro-cannon-platform","","During the Shooting phase, subtract 1 from the unit's Armour Penetration characteristic."
"aeldari","spirit-mark","Spirit Mark","spiritseer","","The unit's weapons gain [SUSTAINED HITS 1]."
"aeldari","spiritseer","Spiritseer","spiritseer","","This model gains the Lone Operative ability."
"aeldari","stealth","Stealth","striking-scorpions","","The attacking unit gets -1 to Hit rolls."
"aeldari","storm-of-blades","Storm of Blades","ynnari-succubus","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"aeldari","storm-of-silence","Storm of Silence","jain-zar","","Against CHARACTER targets, you can re-roll the Wound roll."
"aeldari","stormblades","Stormblades","storm-guardians","","The unit retains control of objective markers even after no models remain in range, until the enemy retakes them (sticky objectives)."
"aeldari","strafing-run","Strafing Run","phoenix","","During the Shooting phase, against A targets, the unit gets +1 to Hit rolls."
"aeldari","structural-collapse","Structural Collapse","d-cannon-platform","","Against TITANIC targets, you can re-roll the Damage roll."
"aeldari","superlative-strategist","Superlative Strategist","autarch","","While this model leads a unit, until the end of the turn: /   -> You can re-roll the Advance roll. /   -> At agile manoeuvre, you can re-roll the Any roll."
"aeldari","support-artillery","Support Artillery","shadow-weaver-platform","","The unit gains the Forced Attachment ability."
"aeldari","support-weapon","Support Weapon","shadow-weaver-platform","","Modify this model's Toughness characteristic to 3."
"aeldari","swift-demise","Swift Demise","windriders","","During the Shooting phase, you can re-roll a Hit roll of 1."
"aeldari","tactical-acumen","Tactical Acumen","asurmen","","During the Shooting phase, after being attached to a unit, until the end of the turn, the unit has the Shoot and Scoot ability."
"aeldari","target-acquisition","Target Acquisition","shroud-runners","","During the Shooting phase, until the end of the phase, the unit gains the Benefit of Cover ability."
"aeldari","tears-of-isha-psychic","Tears of Isha (Psychic)","spiritseer","","Return D3 destroyed models to this model with full wounds."
"aeldari","the-bloody-handed-aura","The Bloody-Handed (Aura)","avatar-of-khaine","","Friendly units nearby get +1 to Charge rolls."
"aeldari","the-path-least-travelled","The Path Least Travelled","amallyn-shadowguide","","After deployment, if the unit has the Rangers keyword or if the unit has the Shroud Runners keyword, the unit gains the Redeploy to Strategic Reserves ability."
"aeldari","titan-hunter","Titan Hunter","vampire-hunter","","During the Shooting phase, you can re-roll the Damage roll."
"aeldari","titanic-advance","Titanic Advance","revenant-titan","","This model has the Move Over Terrain ability."
"aeldari","titanic-agility","Titanic Agility","wraithknight-with-ghostglaive","","This model has the Through Models and Terrain ability. / This model has the Within Engagement Range No End Position ability."
"aeldari","titanic-strides","Titanic Strides","wraithknight","","This model has the Through Non Titanic Models and Terrain Up to 4 ability. / This model has the Within Engagement Range No End Position ability. / After move through terrain over 4 inches: /   -> Roll one D6: on exactly 1, this model gains the Inflict Battle Shock ability."
"aeldari","tormentors","Tormentors","ynnari-incubi","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"aeldari","towering-wraith-construct","Towering Wraith Construct","revenant-titan","","At stratagem targets self, for the rest of the battle, spend 2 CP."
"aeldari","travelling-players","Travelling Players","death-jester","","This model: army composition rule."
"aeldari","treacherous-illusion-psychic","Treacherous Illusion (Psychic)","shadowseer","","The unit's weapons gain [HAZARDOUS]."
"aeldari","unquenchable-resolve","Unquenchable Resolve","fuegan","","Return 1 destroyed model to this model with full wounds."
"aeldari","war-construct","War Construct","wraithguard","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"aeldari","wave-serpent-shield","Wave Serpent Shield","wave-serpent","","During the Shooting phase, the attacking unit gets -1 to Wound rolls."
"aeldari","way-of-the-blade","Way of the Blade","the-visarch","","After being attached to a unit, the unit has the Fights First ability."
"aeldari","way-of-the-shaper-psychic","Way of the Shaper (Psychic)","bonesinger","","After being attached to a unit, the unit has the Feel No Pain 6+ ability."
"aeldari","whirling-death","Whirling Death","jain-zar","","After being attached to a unit, until the end of the phase, the unit has the Ignore Vertical ability."
"aeldari","whispering-web","Whispering Web","lhykhis","","During the Shooting phase, until the end of the turn, your unit gains the Post Attack Debuff ability."
"aeldari","word-of-the-phoenix-psychic","Word of the Phoenix (Psychic)","yvraine","","While this model leads a unit, during the Command phase, in either player's turn: /   -> Roll one D6: on a 2+, return D3+1 destroyed models to the unit this model leads with full wounds."
"aeldari","yvraine-s-champion","Yvraine’s Champion","the-visarch","","After being attached to a unit, the unit has the Feel No Pain 4+ ability."
"agents-of-the-imperium","abomination","Abomination","culexus-assassin","","The unit has the Feel No Pain 2+ ability."
"agents-of-the-imperium","acrobatic-escape","Acrobatic Escape","callidus-assassin","","During the Fight phase, the unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"agents-of-the-imperium","ancient-s-banner","Ancient’s Banner","grey-knights-terminator-squad","","The unit gets +1 to its Objective Control characteristic."
"agents-of-the-imperium","arbites-medi-kit","Arbites Medi-kit","exaction-squad","","While the unit is below its starting strength, return D3 destroyed models to the unit with full wounds."
"agents-of-the-imperium","assigned-agents","Assigned Agents","inquisitor-in-terminator-armour","","This model gains the Faction Metadata ability."
"agents-of-the-imperium","astartes-shield","Astartes shield","deathwatch-kill-team","","This model has a 4+ invulnerable save."
"agents-of-the-imperium","attached-unit","Attached Unit","sanctifiers","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"agents-of-the-imperium","atttached-unit","Atttached Unit","sanctifiers","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"agents-of-the-imperium","auspex-array","Auspex Array","corvus-blackstar","","The unit's weapons gain [IGNORES COVER]."
"agents-of-the-imperium","authority-of-the-inquisition","Authority of the Inquisition","inquisitor-greyfax;inquisitor-in-terminator-armour","","After being attached to a unit, this model gains the Special Embark Rule ability."
"agents-of-the-imperium","backroom-deals","Backroom Deals","rogue-trader-entourage","","Modify the unit's characteristics."
"agents-of-the-imperium","blackstar-cluster-launcher","Blackstar Cluster Launcher","corvus-blackstar","","Your unit suffers 1 mortal wound."
"agents-of-the-imperium","blessed-wardings","Blessed Wardings","inquisitor;inquisitor-in-terminator-armour","","After being attached to a unit, this model has a 6+ invulnerable save."
"agents-of-the-imperium","breaching-team","Breaching Team","imperial-navy-breachers","","You can re-roll a Wound roll of 1."
"agents-of-the-imperium","cat-unit","CAT Unit","imperial-navy-breachers","","Until the end of the phase, the unit's weapons gain [IGNORES COVER]."
"agents-of-the-imperium","cherub","Cherub","sanctifiers","","Once per battle, you gain 1CP."
"agents-of-the-imperium","dead-shot","Dead‐shot","vindicare-assassin","","With ranged attacks, until the end of the phase, this model gains the Ignores Lone Operative ability."
"agents-of-the-imperium","deadly-demise-d3","Deadly Demise D3","inquisitorial-chimera","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"agents-of-the-imperium","deadly-demise-d6","Deadly Demise D6","corvus-blackstar","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D6 mortal wounds."
"agents-of-the-imperium","death-to-the-alien","Death to the Alien","deathwatch-kill-team","","You can re-roll a Hit roll of 1."
"agents-of-the-imperium","dedication-to-duty","Dedication to Duty","subductor-squad","","During the Fight phase, each time this model is destroyed, it can fight before being removed from play."
"agents-of-the-imperium","deep-strike","Deep Strike","callidus-assassin;inquisitor-in-terminator-armour","","The unit has the Deep Strike ability."
"agents-of-the-imperium","defenders-of-the-faith","Defenders of the Faith","sisters-of-battle-squad","","The unit retains control of objective markers even after no models remain in range, until the enemy retakes them (sticky objectives)."
"agents-of-the-imperium","endurant-shield","Endurant Shield","imperial-navy-breachers","","This model has a 4+ invulnerable save."
"agents-of-the-imperium","etheric-emergence","Etheric Emergence","culexus-assassin","","During the Movement phase, if the unit has the Deep Strike keyword, until the end of the turn: /   Select one of the following (Etheric Emergence): /     - This model has the Deep Strike ability; this model gains the Charge Ineligible ability. /     - This model has the Deep Strike ability."
"agents-of-the-imperium","evade-and-survive","Evade and Survive","ur-025","","The unit has the Reactive Move ability."
"agents-of-the-imperium","feel-no-pain-6","Feel No Pain 6+","watch-captain-artemis","","The unit has the Feel No Pain 6+ ability."
"agents-of-the-imperium","fights-first","Fights First","callidus-assassin","","The unit has the Fights First ability."
"agents-of-the-imperium","firing-deck-2","Firing Deck 2","inquisitorial-chimera","","The unit gains the Firing Deck ability (2)."
"agents-of-the-imperium","frenzon","Frenzon","eversor-assassin","","If the unit Advanced this turn, until the end of the turn, this model gains the Action Eligibility ability."
"agents-of-the-imperium","gaze-into-the-empyrean-psychic","Gaze into the Empyrean  (Psychic)","navigator","","Enemy units cannot be set up from Reserves within 12"" of enemy units nearby."
"agents-of-the-imperium","gaze-into-the-immaterium-psychic","Gaze into the Immaterium (Psychic)","espern-locarno","","Enemy units cannot be set up from Reserves within 12"" of enemy units nearby."
"agents-of-the-imperium","gheistskull","Gheistskull","imperial-navy-breachers","","Once per battle, the unit gains the Once Per Battle Special ability."
"agents-of-the-imperium","glovodan-psyber-eagle","Glovodan Psyber‐eagle","inquisitor-coteaz","","Until your next Command phase, the unit gains the Benefit of Cover ability."
"agents-of-the-imperium","grim-spectres","Grim Spectres","damned-legionnaires","","During the Shooting phase, enemy units nearby must take a Battle-shock test."
"agents-of-the-imperium","hammerhand-psychic","Hammerhand (Psychic)","grey-knights-terminator-squad","","Until the end of the turn, the unit's weapons gain [LETHAL HITS]."
"agents-of-the-imperium","healing-serum","Healing serum","rogue-trader-entourage","","While the unit is below its starting strength, return D3 destroyed models to the unit with full wounds."
"agents-of-the-imperium","holy-hatred","Holy Hatred","ministorum-priest","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"agents-of-the-imperium","holy-mission","Holy Mission","ministorum-priest","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"agents-of-the-imperium","holy-piety","Holy Piety","ministorum-priest","","During the Fight phase, you can re-roll the Hit roll."
"agents-of-the-imperium","hover","Hover","corvus-blackstar","","Modify this model's Move characteristic to 20."
"agents-of-the-imperium","imperial-law","Imperial Law","exaction-squad","","The unit's weapons gain [LETHAL HITS]. / The unit's weapons gain [PRECISION]."
"agents-of-the-imperium","incensor-cherub","Incensor Cherub","sisters-of-battle-squad","","Once per battle, you can use one Stratagem on this model for 0CP."
"agents-of-the-imperium","infernum-halo-launcher","Infernum Halo-launcher","corvus-blackstar","","This model's weapons gain [SMOKE]."
"agents-of-the-imperium","infiltrators","Infiltrators","callidus-assassin","","Once per battle, the unit has the Infiltrate ability."
"agents-of-the-imperium","inquisitorial-henchmen","Inquisitorial Henchmen","inquisitorial-agents","","This model gains the Army List Allowance One Inquisitorial Agents Unit Per Inquisitor ability."
"agents-of-the-imperium","kill-team","Kill Team","aquila-kill-team","","This model gains the Special Embark Rule ability."
"agents-of-the-imperium","leader","Leader","watch-captain-artemis;inquisitor-in-terminator-armour","","The unit gains the Leader ability."
"agents-of-the-imperium","lone-operative","Lone Operative","callidus-assassin","","This model can only be targeted if it is the closest eligible target or within 12""."
"agents-of-the-imperium","lord-of-deceit-aura","Lord of Deceit (Aura)","callidus-assassin","","Against A targets, you gain 1CP."
"agents-of-the-imperium","loyal-henchmen","Loyal Henchmen","inquisitorial-agents","","After being attached to a unit, the attacking unit gets -1 to Wound rolls."
"agents-of-the-imperium","malefic-wardings-psychic","Malefic Wardings (Psychic)","inquisitor-coteaz","","After being attached to a unit, the unit has a 4+ invulnerable save."
"agents-of-the-imperium","masters-of-close-confines","Masters of Close Confines","voidsmen-at-arms","","During the Shooting phase, the unit's weapons gain [LETHAL HITS]."
"agents-of-the-imperium","merciless-judgement","Merciless Judgement","vigilant-squad","","During the Shooting phase, while the unit is below half strength, against A targets, the unit gets +1 to Wound rolls."
"agents-of-the-imperium","ministorum-sermon","Ministorum Sermon","sanctifiers","","The unit's weapons gain [SUSTAINED HITS 1]."
"agents-of-the-imperium","narthecium","Narthecium","grey-knights-terminator-squad","","Return 1 destroyed model to the unit with full wounds."
"agents-of-the-imperium","navy-bodyguard","Navy Bodyguard","voidsmen-at-arms","","This model gains the Army List Allowance One Voidsmen At Arms Unit Per Voidfarers Character ability."
"agents-of-the-imperium","no-mercy","No Mercy","inquisitor-greyfax","","While the unit is below half strength, after being attached to a unit, against A targets, the unit gets +1 to Hit rolls."
"agents-of-the-imperium","nuncio-acquila","Nuncio-acquila","exaction-squad","","Once per battle, enemy units nearby must take a Battle-shock test."
"agents-of-the-imperium","overkill","Overkill","eversor-assassin","","Until the end of the turn, add 3 to the unit's Attacks characteristic."
"agents-of-the-imperium","power-of-the-rosette","Power of the Rosette","inquisitor;inquisitor-in-terminator-armour","","You gain 1CP."
"agents-of-the-imperium","psychic-gifts","Psychic Gifts","inquisitor;inquisitor-in-terminator-armour","","This model's weapons gain [PSYKER]."
"agents-of-the-imperium","psychic-veil-psychic","Psychic Veil (Psychic)","inquisitor-draxus","","During the Shooting phase, until your next Command phase, your unit suffers d3 mortal wounds."
"agents-of-the-imperium","psyoculum","Psyoculum","inquisitor-greyfax","","After being attached to a unit, the unit's weapons gain [ANTI PSYKER 4+]."
"agents-of-the-imperium","purge-and-cleanse","Purge and Cleanse","sisters-of-battle-immolator","","Until the end of the phase, the unit gains the Benefit of Cover ability."
"agents-of-the-imperium","rapid-deployment","Rapid Deployment","inquisitorial-chimera","","The unit gains the Transport Disembark Modifier ability."
"agents-of-the-imperium","righteous-smiting","Righteous Smiting","ministorum-priest","","During the Fight phase, after being attached to a unit, the unit gets +1 to Wound rolls."
"agents-of-the-imperium","rites-of-battle","Rites of Battle","watch-master","","Once per battle, you can use one Stratagem on this model for 0CP."
"agents-of-the-imperium","rites-of-teleportation","Rites of Teleportation","grey-knights-terminator-squad","","After being attached to a unit, this model has the Deep Strike ability."
"agents-of-the-imperium","salvationist-medikit","Salvationist Medikit","sanctifiers","","Return D3 destroyed models to the unit with full wounds."
"agents-of-the-imperium","scouts-6","Scouts 6""","sanctifiers","","Once per battle, the unit has the Scouts 6"" ability."
"agents-of-the-imperium","scouts-9","Scouts 9""","eversor-assassin","","Once per battle, the unit has the Scouts 9"" ability."
"agents-of-the-imperium","self-repair","Self Repair","imperial-rhino","","Return 1 destroyed model to this model with full wounds."
"agents-of-the-imperium","shadow-assignment","Shadow Assignment","callidus-assassin","","You can include only one of this unit in your army."
"agents-of-the-imperium","shieldbreaker","Shieldbreaker","vindicare-assassin","","Until the end of the phase, the unit gets +1 to Wound rolls."
"agents-of-the-imperium","simulacrum-imperialis","Simulacrum Imperialis","sanctifiers","","For the rest of the battle, add 1 to the unit's Leadership characteristic."
"agents-of-the-imperium","soulguilt-scanner","Soulguilt Scanner","exaction-squad","","The unit's weapons gain [IGNORES COVER]."
"agents-of-the-imperium","soulless-horror-aura","Soulless Horror (Aura)","culexus-assassin","","Once per battle, enemy units nearby must take a Battle-shock test."
"agents-of-the-imperium","spy-network","Spy Network","inquisitor-coteaz","","You gain 1CP."
"agents-of-the-imperium","stealth","Stealth","vindicare-assassin","","The attacking unit gets -1 to Hit rolls."
"agents-of-the-imperium","strategic-knowledge","Strategic Knowledge","watch-master","","After being attached to a unit, the unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"agents-of-the-imperium","tactical-instinct","Tactical Instinct","watch-captain-artemis","","After being attached to a unit, the unit's weapons gain [LETHAL HITS]."
"agents-of-the-imperium","that-redeploy-units-roll-off","that redeploy units, roll off","janus-draik","","Until the end of the turn, this model gains the Roll Off Winner Chooses Redeploy Order ability."
"agents-of-the-imperium","the-third-eye-psychic","The Third Eye (Psychic)","espern-locarno","","During the Shooting phase, enemy units nearby must take a Battle-shock test."
"agents-of-the-imperium","third-eye-psychic","Third Eye (Psychic)","navigator","","During the Shooting phase, your unit suffers 3 mortal wounds."
"agents-of-the-imperium","tome-skull","Tome‐skull","inquisitorial-agents","","Once per battle, enemy units nearby must take a Battle-shock test."
"agents-of-the-imperium","unstoppable-champion","Unstoppable Champion","watch-captain-artemis","","At the end of the phase, once per battle, for the rest of the battle: /   -> Roll one D6: on a 2+, return 1 destroyed model to this model with 1 wounds."
"agents-of-the-imperium","war-hymns","War Hymns","ministorum-priest","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"agents-of-the-imperium","warrant-of-trade","Warrant of Trade","rogue-trader-entourage","","Modify the unit's characteristics."
"agents-of-the-imperium","watch-master","Watch Master","watch-master","","Once per battle, you can use one Stratagem on this model for 0CP."
"agents-of-the-imperium","xenos-hunter","Xenos Hunter","inquisitor-draxus","","After being attached to a unit, the unit gets +1 to Hit rolls."
"agents-of-the-imperium","zealot","Zealot","ministorum-priest","","During the Fight phase, until the end of the phase: /   -> Add 3 to the unit's Attacks characteristic. /   -> Add 3 to the unit's Strength characteristic."
"astra-militarum","ablative-plating","Ablative Plating","rogal-dorn-battle-tank","","Once per battle, each time an attack targets this model, reduce the Damage of that attack to 0."
"astra-militarum","absolutist-principles","Absolutist Principles","","","For the rest of the battle: / All friendly units' weapons gain [ABHUMAN]. / All friendly units gain the Issue Extra Order to Abhuman Unit ability. / Applies to: units with Astra Militarum."
"astra-militarum","accuracy-under-pressure","Accuracy Under Pressure","","","Until the end of the phase, you can re-roll the Hit roll. / Applies to: units with Astra Militarum."
"astra-militarum","adamantine-behemoth","Adamantine Behemoth","","","Until the end of the phase, the unit has the Move Through Terrain ability. / Applies to: units with Astra Militarum, Vehicle."
"astra-militarum","aerial-deployment","Aerial Deployment","arvus-lighter;aquila-lander","","If the unit has the HOVER keyword, if disposition matches, during the Movement phase, in either player's turn or in either player's turn or in either player's turn, until the end of the turn: /   -> This model gains the Reinforcements Step Setup ability. /   -> This model gains the Ignore Mission Reserves Restrictions ability."
"astra-militarum","airborne-insertion","Airborne Insertion","valkyrie","","This model gains the Special Embark Rule ability."
"astra-militarum","alchemyk-counteragents","Alchemyk Counteragents","krieg-command-squad","","The unit has the Feel No Pain 6+ ability."
"astra-militarum","anti-armour-gunship","Anti-armour Gunship","vendetta-gunship","","During the Shooting phase, you can re-roll the Damage roll."
"astra-militarum","armour-obliteration","Armour Obliteration","banesword","","When this model is destroyed, enemy units nearby suffer mortal wounds (Deadly Demise)."
"astra-militarum","armoured-frontis","Armoured Frontis","minotaur","","Each time an attack targets the unit, reduce the Damage of that attack by 1."
"astra-militarum","armoured-spearhead","Armoured Spearhead","leman-russ-battle-tank","","You can re-roll a Hit roll of 1."
"astra-militarum","artillery-team","ARTILLERY TEAM","heavy-quad-launcher-team;heavy-mortar-team","","This model gains the Flavor Text ability."
"astra-militarum","assault-hatches","Assault Hatches","","","Until the end of the turn, the unit gains the Charge After Disembark ability. / Applies to: units with Astra Militarum, Titanic, Character, Transport."
"astra-militarum","auspex-surveyor","Auspex Surveyor","salamander-command-vehicle","","Until the end of the phase, the unit gains the Benefit of Cover ability."
"astra-militarum","battalion-commander","Battalion Commander","","","For the rest of the battle, this model gains the Issue Orders ability. / Applies to: units with Astra Militarum, Titanic, Character."
"astra-militarum","blistering-advance","Blistering Advance","centaur-light-carrier","","The unit gains the Transport Disembark Modifier ability."
"astra-militarum","bombast-class-vox-array","Bombast-class Vox-array","","","For the rest of the battle, this model gains the Issue Order to Multiple Units ability. / Applies to: units with Astra Militarum, Militarum Tempestus, Officer."
"astra-militarum","bring-it-down","Bring it Down!","catachan-heavy-weapons-squad","","During the Shooting phase: /   -> You can re-roll a Hit roll of 1. /   -> You can re-roll a Wound roll of 1."
"astra-militarum","brute-shield","Brute Shield","bullgryn-squad;ogryn-bodyguard","","This model has a 4+ invulnerable save."
"astra-militarum","burst-of-speed","Burst of Speed","","","Until the end of the phase, the unit has the Normal Move D6"" ability. / Applies to: units with Astra Militarum."
"astra-militarum","cadia-stands","Cadia Stands!","cadian-command-squad","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"astra-militarum","called-shots","Called Shots","rogal-dorn-commander","","You can re-roll the Damage roll."
"astra-militarum","ceaseless-cannonade","Ceaseless Cannonade","","","For the rest of the battle, ignore engagement penalty all friendly units' Hit rolls (shooting). / Applies to: units with Astra Militarum."
"astra-militarum","close-quarters-warfare","Close-quarters Warfare","hellhammer","","During the Shooting phase, ignore engagement penalty this model's Hit rolls."
"astra-militarum","close-range-detection","Close-range Detection","","","Until the end of the phase, the unit gains the Detection Range Modifier ability. / Applies to: units with Astra Militarum Infantry."
"astra-militarum","close-range-titan-killer","Close-range Titan Killer","doomhammer","","Against MONSTER targets or against VEHICLE targets, until the end of the phase, this model gains the Half Range Consideration ability."
"astra-militarum","combined-fire","Combined Fire","","","Until the end of the phase: / All enemy units gain the Deny Benefit of Cover ability. / Add 2 to all friendly units' Strength characteristic. / Applies to: units with Armoured Skirmisher."
"astra-militarum","command-rod","Command Rod","militarum-tempestus-command-squad","","While this model leads a unit, until the end of the turn, the unit gains the Multiple Orders ability."
"astra-militarum","compact","Compact","cyclops-demolition-vehicle","","This model gains the Special Embark Rule ability."
"astra-militarum","concussive-wave","Concussive Wave","stormsword","","During the Shooting phase, your unit suffers d3 mortal wounds."
"astra-militarum","covering-fire","Covering Fire","cadian-heavy-weapons-squad","","The unit gets -4 to Hit rolls (overwatch)."
"astra-militarum","covert-stealth-team","Covert Stealth Team","gaunts-ghosts","","At the end of the turn, in either player's turn, unless engagement state, until the end of the turn, the unit has the Deep Strike ability."
"astra-militarum","daring-recon","Daring Recon","scout-sentinels","","During the Shooting phase, until the end of the phase, you can re-roll a Hit roll of 1."
"astra-militarum","deadly-demise-1","Deadly Demise 1","scout-sentinels;hydra-platform;manticore-platform;earthshaker-platform","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers 1 mortal wound."
"astra-militarum","deadly-demise-d3","Deadly Demise D3","leman-russ-battle-tank;storm-chimera;aquila-lander;griffon-mortar-carrier","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"astra-militarum","deadly-demise-d6","Deadly Demise D6","rogal-dorn-commander","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D6 mortal wounds."
"astra-militarum","deadly-demise-d6-2","Deadly Demise D6+2","stormsword;dominus-armoured-siege-bombard;gorgon-heavy-transport;arkurian-stormhammer","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D6+2 mortal wounds."
"astra-militarum","death-befitting-an-officer","Death Befitting An Officer","leman-russ-commander","","Until the end of the phase: / Roll one D6: on a 2+, each time this model is destroyed, it can shoot before being removed from play."
"astra-militarum","death-korps-medi-pack","Death Korps Medi-pack","death-korps-of-krieg","","While the unit is below its starting strength, return D3 destroyed models to the unit with full wounds."
"astra-militarum","deathstrike-missile","Deathstrike Missile","deathstrike","","During the Shooting phase, the first time this battle, for the rest of the battle: /   Select one of the following (Target Action): /     - This model gains the Designate Target Marker ability. /     - This model gains the Adjust Target Marker ability."
"astra-militarum","deep-strike","Deep Strike","militarum-tempestus-command-squad","","The unit has the Deep Strike ability."
"astra-militarum","defence-line","Defence Line","aegis-defence-line","","The unit gains the Benefit of Cover ability."
"astra-militarum","defence-searchlight","Defence Searchlight","sabre-weapons-battery","","During the Shooting phase, until the end of the phase, the unit gains the Benefit of Cover ability."
"astra-militarum","demolition-charges","Demolition Charges","cyclops-demolition-vehicle","","Your unit suffers d3 mortal wounds."
"astra-militarum","demolition-gear","Demolition Gear","ratlings","","The unit's weapons gain [GRENADES]."
"astra-militarum","deployment","Deployment","aegis-defence-line","","This model gains the Defence Line Section Assembly ability."
"astra-militarum","desert-riders","Desert Riders","mukaali-riders","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"astra-militarum","designated-targets","Designated Targets","","","For the rest of the battle, all friendly units gain the Designate Enemy Detection Range Modifier ability. / Applies to: units with Astra Militarum."
"astra-militarum","earthshaker-rounds","Earthshaker Rounds","basilisk;earthshaker-platform","","During the Shooting phase, against INFANTRY targets, with ranged attacks, until the end of the turn: /   -> Your unit gains the Shaken Status ability. /   -> Your unit has the Move -2"" ability. /   -> Your unit gets -2 to Charge rolls."
"astra-militarum","embarking","Embarking","krieg-heavy-weapons-squad","","This model gains the Special Embark Rule ability."
"astra-militarum","emplacement-platform","Emplacement Platform","aegis-defence-line","","If the unit has the ASTRA MILITARUM keyword, if the unit has the INFANTRY keyword, for the rest of the battle, friendly units nearby gain the Platform Setup and Move Override ability."
"astra-militarum","engine-of-wrath","Engine of Wrath","","","Until the end of the phase: / Add 6 to the unit's Attacks characteristic (melee). / Add 2 to the unit's Armour Penetration characteristic (melee). / Applies to: units with Astra Militarum, Titanic."
"astra-militarum","engine-speaker","Engine Speaker","","","Until your next Command phase, add 3 to the unit's Move characteristic. / Applies to: units with Astra Militarum, Tech-Priest Enginseer."
"astra-militarum","enginseer","Enginseer","tech-priest-enginseer","","After being attached to a unit, this model gains the Lone Operative ability."
"astra-militarum","exemplar-of-duty","Exemplar of Duty","","","The unit has the Feel No Pain 4+ ability. / Applies to: units with Commissar."
"astra-militarum","exemplary-officer","Exemplary Officer","","","For the rest of the battle, this model gains the Issue Order to Extra Platoon Units ability. / Applies to: units with Astra Militarum, Officer, Infantry."
"astra-militarum","feel-no-pain-5","Feel No Pain 5+","nork-deddog","","The unit has the Feel No Pain 5+ ability."
"astra-militarum","feel-no-pain-6","Feel No Pain 6+","bullgryn-squad;ogryn-bodyguard","","The unit has the Feel No Pain 6+ ability."
"astra-militarum","fiery-vengeance","Fiery Vengeance","avenger-strike-fighter","","During the Shooting phase, the unit gains the Once Per Round Special ability."
"astra-militarum","fights-first","Fights First","gaunts-ghosts","","During the Fight phase, if the unit has the FIGHTS FIRST keyword, until the end of the phase, the unit has the Fights First ability."
"astra-militarum","final-duty","Final Duty","krieg-heavy-weapons-squad","","Each time this model is destroyed, it can shoot before being removed from play."
"astra-militarum","fire-support","Fire Support","valkyrie-sky-talon","","During the Shooting phase, until the end of the phase, you can re-roll the Wound roll."
"astra-militarum","fire-zone-purge","Fire Zone Purge","","","At set up this turn, for the rest of the battle, all friendly units get +1 to Hit rolls. / Applies to: units with Astra Militarum."
"astra-militarum","firing-deck-12","Firing Deck 12","stormlord","","The unit gains the Firing Deck ability (12)."
"astra-militarum","firing-deck-2","Firing Deck 2","chimera;storm-chimera","","The unit gains the Firing Deck ability (2)."
"astra-militarum","firing-deck-6","Firing Deck 6","banehammer","","The unit gains the Firing Deck ability (6)."
